城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
南京市,沁百合,"118.749781,32.100312",华润万家(南京阅江广场购物广场店),"118.742932,32.088732",13
南京市,中冶锦绣公馆,"118.743244,32.101274",华润万家(南京阅江广场购物广场店),"118.742932,32.088732",10
南京市,江望润府,"118.753416,32.099759",华润万家(南京阅江广场购物广场店),"118.742932,32.088732",12
天津市,城投万欣城,"117.267259,39.121639",南开大学附属第三中心医院,"117.249253,39.110224",27
天津市,大华清水湾一期二期,"117.269618,39.125005",南开大学附属第三中心医院,"117.249253,39.110224",29
天津市,格调步庭,"117.267648,39.12291",南开大学附属第三中心医院,"117.249253,39.110224",28
天津市,天津生态城万达广场,"117.760606,39.124777",天津外国语大学附属滨海外国语学校高中部,"117.742258,39.113875",12
天津市,新城樾府,"117.743031,39.137012",天津外国语大学附属滨海外国语学校高中部,"117.742258,39.113875",17
天津市,格调菁园,"117.735671,39.132025",天津外国语大学附属滨海外国语学校高中部,"117.742258,39.113875",16
天津市,万科大都会1号,"117.68434,39.017037",天津经济技术开发区第一中学,"117.697737,39.034494",28
天津市,格调林泉2期,"117.681366,39.03095",天津经济技术开发区第一中学,"117.697737,39.034494",14
天津市,天保·天成燕居,"117.683115,39.0212",天津经济技术开发区第一中学,"117.697737,39.034494",21
天津市,爱国东里,"117.393421,38.668252",天津海滨人民医院,"117.410717,38.684883",18
天津市,庆丰东里,"117.415654,38.67636",天津海滨人民医院,"117.410717,38.684883",8
天津市,创新北里,"117.407883,38.6722",天津海滨人民医院,"117.410717,38.684883",12
天津市,世纪花园(汉沽区),"117.811074,39.257757",滨海新区汉沽第二中学,"117.817629,39.246227",8
天津市,卫东楼,"117.811478,39.258",滨海新区汉沽第二中学,"117.817629,39.246227",8
天津市,华远棠悦,"117.833478,39.226556",滨海新区汉沽第二中学,"117.817629,39.246227",16
天津市,老交通局家属院,"117.400013,40.046706",蓟州区第二中学,"117.37262,40.034945",14
天津市,廊水家属楼,"117.398753,40.049118",蓟州区第二中学,"117.37262,40.034945",15
天津市,蓟州·宸院,"117.374458,40.020517",蓟州区第二中学,"117.37262,40.034945",14
天津市,中建悦庐棠墅,"117.354374,38.995551",鑫华商厦购物中心,"117.384843,38.987321",19
天津市,米兰阳光,"117.385564,38.9999",鑫华商厦购物中心,"117.384843,38.987321",9
天津市,国展东壹号·海玥名邸,"117.415781,38.992032",鑫华商厦购物中心,"117.384843,38.987321",17
天津市,新城悦隽年华,"117.070242,39.334775",杨村第四中学,"117.058988,39.340023",17
天津市,金融街武清金悦府,"117.039846,39.348639",杨村第四中学,"117.058988,39.340023",12
天津市,御湖庄园,"117.052174,39.349084",杨村第四中学,"117.058988,39.340023",8
天津市,北大资源阅城第三大道,"117.242675,39.077783",九华山路社区商业中心,"117.212427,39.070012",19
天津市,体北金茂府,"117.188202,39.074462",九华山路社区商业中心,"117.212427,39.070012",18
天津市,格调馥颂花园,"117.235312,39.071896",九华山路社区商业中心,"117.212427,39.070012",15
天津市,香逸园,"117.495909,38.841404",大港公园,"117.465148,38.839958",21
天津市,世纪嘉园,"117.474439,38.857984",大港公园,"117.465148,38.839958",16
天津市,四化里,"117.452745,38.841208",大港公园,"117.465148,38.839958",5
天津市,旭辉铂悦公望,"117.168243,39.128513",万隆大胡同商业中心B区,"117.181603,39.147523",22
天津市,绿城·凤起悦鸣,"117.176762,39.133591",万隆大胡同商业中心B区,"117.181603,39.147523",16
天津市,城投格调观槿花园,"117.150597,39.146982",万隆大胡同商业中心B区,"117.181603,39.147523",19
天津市,雅云里,"117.141307,39.143074",华润万家(红旗北路店),"117.150805,39.156976",13
天津市,兴云里,"117.1632,39.140574",华润万家(红旗北路店),"117.150805,39.156976",17
天津市,公园北里,"117.168951,39.134361",华润万家(红旗北路店),"117.150805,39.156976",23
天津市,盛世颐园,"117.006552,39.385193",天津英华实验学校,"117.039194,39.385352",15
天津市,颐安花园东区,"117.045823,39.368395",天津英华实验学校,"117.039194,39.385352",14
天津市,翠景园,"117.029684,39.377889",天津英华实验学校,"117.039194,39.385352",8
天津市,瑞光里,"117.22738,39.145927",天津市木斋中学,"117.202748,39.138701",20
天津市,公园北里,"117.168951,39.134361",天津市木斋中学,"117.202748,39.138701",25
天津市,都会轩,"117.20037,39.11718",天津市木斋中学,"117.202748,39.138701",22
天津市,澜湾广场,"117.080396,39.132973",商业A区(NCC新城市中心店),"117.087973,39.142165",11
天津市,华亭国际,"117.07279,39.120289",商业A区(NCC新城市中心店),"117.087973,39.142165",19
天津市,东兴里（西青区）,"117.087362,39.129214",商业A区(NCC新城市中心店),"117.087973,39.142165",10
天津市,红磡和院,"117.842732,39.339957",桥北街体育公园,"117.833543,39.346858",15
天津市,歌山品悦府,"117.819264,39.341446",桥北街体育公园,"117.833543,39.346858",9
天津市,保利天汇,"117.809422,39.337171",桥北街体育公园,"117.833543,39.346858",16
天津市,新景园（津南）,"117.292613,39.014733",天津爱酷蹦床主题公园,"117.281212,39.034054",18
天津市,惠众家园,"117.267503,39.046551",天津爱酷蹦床主题公园,"117.281212,39.034054",13
天津市,诚勤园,"117.293303,39.055798",天津爱酷蹦床主题公园,"117.281212,39.034054",19
天津市,平舒雅苑,"116.919999,38.9389",绿色低碳主题公园,"116.93633,38.927135",12
天津市,政华荣华园,"116.956562,38.932635",绿色低碳主题公园,"116.93633,38.927135",13
天津市,海奥春晖书院,"116.952518,38.943575",绿色低碳主题公园,"116.93633,38.927135",15
天津市,中海·镜映南开,"117.168526,39.12225",天津市中医药研究院附属医院,"117.176836,39.147133",26
天津市,旭辉铂悦公望,"117.168243,39.128513",天津市中医药研究院附属医院,"117.176836,39.147133",18
天津市,绿城·凤起悦鸣,"117.176762,39.133591",天津市中医药研究院附属医院,"117.176836,39.147133",14
天津市,绿城天津桂语朝阳,"117.255848,39.003917",世纪华联超市(仁居佳园店),"117.245571,39.027915",19
天津市,中海时光之镜,"117.245042,39.04741",世纪华联超市(仁居佳园店),"117.245571,39.027915",15
天津市,中海学府源境,"117.251932,39.051639",世纪华联超市(仁居佳园店),"117.245571,39.027915",19
天津市,爱情花园里,"117.330286,38.931539",叶波大润发超市(金角农贸市场店),"117.33254,38.948967",17
天津市,南园,"117.342778,38.942774",叶波大润发超市(金角农贸市场店),"117.33254,38.948967",9
天津市,观承友院,"117.344086,38.937861",叶波大润发超市(金角农贸市场店),"117.33254,38.948967",14
天津市,春风里(红桥区),"117.154635,39.187582",家福万家超市(中心西路),"117.131762,39.192703",17
天津市,同德楼,"117.147001,39.181429",家福万家超市(中心西路),"117.131762,39.192703",12
天津市,红郡雅苑,"117.140418,39.216354",家福万家超市(中心西路),"117.131762,39.192703",19
天津市,雍鑫雍祥园,"117.266032,39.137289",行进公园,"117.254755,39.121382",19
天津市,城投万欣城,"117.267259,39.121639",行进公园,"117.254755,39.121382",12
天津市,誉东苑,"117.287308,39.120156",行进公园,"117.254755,39.121382",21
天津市,信达格调·美古花园,"117.208201,39.125145",龙门购物中心,"117.206423,39.134934",11
天津市,雅颂台,"117.216903,39.127131",龙门购物中心,"117.206423,39.134934",14
天津市,绿城·凤起悦鸣,"117.176762,39.133591",龙门购物中心,"117.206423,39.134934",23
天津市,东升北里,"116.94065,38.936566",华润万家(春曦道店),"116.963958,38.934192",12
天津市,顺纺里小区,"116.934887,38.940206",华润万家(春曦道店),"116.963958,38.934192",18
天津市,静壹城,"116.960761,38.953774",华润万家(春曦道店),"116.963958,38.934192",13
天津市,祥泰公寓,"117.259153,39.150981",保利社区商业中心,"117.263491,39.170366",18
天津市,云丽园,"117.280609,39.151252",保利社区商业中心,"117.263491,39.170366",22
天津市,桥园里,"117.239246,39.17232",保利社区商业中心,"117.263491,39.170366",14
天津市,五一阳光御园,"117.074956,39.362886",武清区第二人民医院,"117.074834,39.343235",27
天津市,通泰香滨城,"117.064374,39.362645",武清区第二人民医院,"117.074834,39.343235",23
天津市,碧溪秋园,"117.101777,39.341366",武清区第二人民医院,"117.074834,39.343235",33
天津市,宇康园,"117.57383,39.007298",于庄子小学,"117.546531,38.999501",17
天津市,新城旭辉·悦隽都会,"117.575896,39.010403",于庄子小学,"117.546531,38.999501",19
天津市,觉康园,"117.572596,39.011956",于庄子小学,"117.546531,38.999501",19
天津市,万科东海岸,"117.82042,39.014147",(天津)自由贸易试验区东疆进口商品直营中心,"117.816899,39.000322",10
天津市,贻海观澜,"117.824316,39.011166",(天津)自由贸易试验区东疆进口商品直营中心,"117.816899,39.000322",10
天津市,京能海语城,"117.820339,38.991435",(天津)自由贸易试验区东疆进口商品直营中心,"117.816899,39.000322",6
天津市,汇金首府,"117.74558,39.104322",天津外国语大学附属滨海外国语学校高中部,"117.742258,39.113875",8
天津市,宜禾半岛观邸,"117.736831,39.122718",天津外国语大学附属滨海外国语学校高中部,"117.742258,39.113875",8
天津市,建投棠语海,"117.720943,39.099288",天津外国语大学附属滨海外国语学校高中部,"117.742258,39.113875",20
天津市,德翔里,"117.278449,39.213626",金钟新城商贸中心,"117.26689,39.204893",9
天津市,中建锦绣丽城,"117.245764,39.201256",金钟新城商贸中心,"117.26689,39.204893",13
天津市,德悦里,"117.280079,39.215042",金钟新城商贸中心,"117.26689,39.204893",9
天津市,鹏飞南开学苑,"117.130036,39.142186",天津红桥博爱医院,"117.151473,39.146169",15
天津市,旭辉铂悦公望,"117.168243,39.128513",天津红桥博爱医院,"117.151473,39.146169",20
天津市,绿城·凤起悦鸣,"117.176762,39.133591",天津红桥博爱医院,"117.151473,39.146169",24
天津市,金都大厦,"117.65504,39.020564",万达广场(天津滨海店),"117.680368,39.015602",15
天津市,悦海园,"117.661015,39.014423",万达广场(天津滨海店),"117.680368,39.015602",14
天津市,绿城·水西雲庐,"117.113946,39.112801",明同商业中心,"117.104262,39.097342",15
天津市,城投水西·东方天宸,"117.109884,39.107473",明同商业中心,"117.104262,39.097342",10
天津市,王顶堤故里,"117.137416,39.096333",明同商业中心,"117.104262,39.097342",30
天津市,北大资源阅城第三大道,"117.242675,39.077783",天津医科大学第二医院,"117.220382,39.082727",15
天津市,体北金茂府,"117.188202,39.074462",天津医科大学第二医院,"117.220382,39.082727",21
天津市,格调馥颂花园,"117.235312,39.071896",天津医科大学第二医院,"117.220382,39.082727",15
天津市,春风里(红桥区),"117.154635,39.187582",天津市北辰区佳春里小学,"117.13253,39.195568",17
天津市,同德楼,"117.147001,39.181429",天津市北辰区佳春里小学,"117.13253,39.195568",14
天津市,红郡雅苑,"117.140418,39.216354",天津市北辰区佳春里小学,"117.13253,39.195568",17
天津市,荔城世纪,"117.010476,39.380927",杨村第九小学,"117.023451,39.385933",9
天津市,品悦万澜,"116.996923,39.389493",杨村第九小学,"117.023451,39.385933",13
天津市,招商揽阅,"117.012022,39.393405",杨村第九小学,"117.023451,39.385933",11
天津市,冬梅轩,"117.439315,39.064564",新新家电销售中心,"117.458755,39.066403",12
天津市,军宏园,"117.446659,39.057705",新新家电销售中心,"117.458755,39.066403",11
天津市,实地蔷薇国际,"117.442374,39.067186",新新家电销售中心,"117.458755,39.066403",13
天津市,御河臻璟,"117.092292,39.132426",商业A区(NCC新城市中心店),"117.087973,39.142165",7
天津市,金地喜悦里,"117.11659,39.139847",商业A区(NCC新城市中心店),"117.087973,39.142165",21
天津市,金地风华919,"117.073393,39.11789",商业A区(NCC新城市中心店),"117.087973,39.142165",20
天津市,志成中里,"117.201283,39.174581",世纪华联超市(姚江西路店),"117.19717,39.196242",18
天津市,淮和园,"117.194688,39.211495",世纪华联超市(姚江西路店),"117.19717,39.196242",12
天津市,万科新城蝶兰苑,"117.210169,39.211007",世纪华联超市(姚江西路店),"117.19717,39.196242",11
天津市,中山路1903,"117.221413,39.167376",天津市美术中学,"117.190054,39.158664",21
天津市,中车津浦智汇港,"117.197025,39.17431",天津市美术中学,"117.190054,39.158664",14
天津市,中国铁建西派国印,"117.219133,39.159295",天津市美术中学,"117.190054,39.158664",24
天津市,九江里,"117.258756,39.059475",世纪华联超市(渌水道店),"117.278809,39.047925",16
天津市,榕江里,"117.273076,39.066382",世纪华联超市(渌水道店),"117.278809,39.047925",17
天津市,红磡领世郡常春藤,"117.27778,39.026794",世纪华联超市(渌水道店),"117.278809,39.047925",17
天津市,桥园里,"117.239246,39.17232",大毕庄小学,"117.2556,39.190792",13
天津市,乌江里,"117.24879,39.167746",大毕庄小学,"117.2556,39.190792",15
天津市,嘉畅园,"117.242199,39.178274",大毕庄小学,"117.2556,39.190792",17
天津市,四构件社区,"117.120478,39.154165",世纪华联超市(华城菜市场店),"117.105153,39.167789",26
天津市,怡和新村,"117.117967,39.172459",世纪华联超市(华城菜市场店),"117.105153,39.167789",8
天津市,和苑康和园,"117.11089,39.158017",世纪华联超市(华城菜市场店),"117.105153,39.167789",8
天津市,兴云里,"117.1632,39.140574",奥式风情音乐公园,"117.195595,39.134682",25
天津市,公园北里,"117.168951,39.134361",奥式风情音乐公园,"117.195595,39.134682",20
天津市,都会轩,"117.20037,39.11718",奥式风情音乐公园,"117.195595,39.134682",21
天津市,蝶恋和园,"117.28574,39.715475",海滨医院,"117.266866,39.731132",16
天津市,蝶恋兴园,"117.285239,39.713045",海滨医院,"117.266866,39.731132",18
天津市,宝境棠棣,"117.294391,39.72273",海滨医院,"117.266866,39.731132",17
天津市,中交美墅花园,"117.295291,39.712951",天津市宝坻区泽宝购物中心,"117.280059,39.707848",9
天津市,弘业云邸,"117.296873,39.711717",天津市宝坻区泽宝购物中心,"117.280059,39.707848",9
天津市,建投君诺壹號府,"117.301581,39.711395",天津市宝坻区泽宝购物中心,"117.280059,39.707848",11
天津市,东昊骏璟学府,"117.795632,39.334637",宁河区中医医院,"117.822201,39.327332",19
天津市,红磡和院,"117.842732,39.339957",宁河区中医医院,"117.822201,39.327332",16
天津市,歌山品悦府,"117.819264,39.341446",宁河区中医医院,"117.822201,39.327332",9
天津市,米兰阳光花园,"117.385089,38.998646",海河教育园区体育公园儿童乐园,"117.353524,39.006532",21
天津市,世纪佳园,"117.374164,38.989788",海河教育园区体育公园儿童乐园,"117.353524,39.006532",23
天津市,水岸华庭(津南区),"117.374555,38.991486",海河教育园区体育公园儿童乐园,"117.353524,39.006532",20
天津市,中海·镜映南开,"117.168526,39.12225",汇德隆购物中心,"117.156079,39.122835",11
天津市,旭辉铂悦公望,"117.168243,39.128513",汇德隆购物中心,"117.156079,39.122835",9
天津市,绿城·凤起悦鸣,"117.176762,39.133591",汇德隆购物中心,"117.156079,39.122835",20
天津市,天房崇德园三期,"117.157292,39.081781",南开大学医院,"117.171118,39.104018",22
天津市,中海·镜映南开,"117.168526,39.12225",南开大学医院,"117.171118,39.104018",20
天津市,金融街融府,"117.140476,39.094025",南开大学医院,"117.171118,39.104018",21
天津市,澜湾广场,"117.080396,39.132973",西青骑行公园,"117.097799,39.153522",31
天津市,东兴里（西青区）,"117.087362,39.129214",西青骑行公园,"117.097799,39.153522",30
天津市,顺通家园,"117.101327,39.1407",西青骑行公园,"117.097799,39.153522",19
天津市,阳光佳园三里,"117.478662,38.727147",佰隆盛购物中心,"117.507079,38.72591",17
天津市,北苑小区,"117.494605,38.73754",佰隆盛购物中心,"117.507079,38.72591",10
天津市,阳光佳园四里,"117.4809,38.725046",佰隆盛购物中心,"117.507079,38.72591",16
天津市,泰达格调锦雲,"117.280355,39.091862",东丽中医院,"117.311187,39.084296",20
天津市,百郦荣锦苑,"117.328707,39.084243",东丽中医院,"117.311187,39.084296",10
天津市,金穗嘉园,"117.288898,39.102379",东丽中医院,"117.311187,39.084296",19
天津市,鹏飞南开学苑,"117.130036,39.142186",竹园公园,"117.143532,39.150566",14
天津市,金地喜悦里,"117.11659,39.139847",竹园公园,"117.143532,39.150566",16
天津市,格调隐翠轩,"117.137205,39.135147",竹园公园,"117.143532,39.150566",13
天津市,蝶恋和园,"117.28574,39.715475",宝坻区中医医院,"117.306336,39.711476",13
天津市,蝶恋兴园,"117.285239,39.713045",宝坻区中医医院,"117.306336,39.711476",12
天津市,宝税公寓,"117.322168,39.716287",宝坻区中医医院,"117.306336,39.711476",12
天津市,保利朗阅,"116.994732,39.41073",达伦多跨境商品直购体验中心,"117.002482,39.399428",12
天津市,盛世颐园,"117.006552,39.385193",达伦多跨境商品直购体验中心,"117.002482,39.399428",12
天津市,蒲瑞祥园东区,"117.016803,39.400891",达伦多跨境商品直购体验中心,"117.002482,39.399428",8
天津市,丽华教师公寓,"117.322945,39.087445",天津市环湖医院,"117.29483,39.072745",25
天津市,榕江里,"117.273076,39.066382",天津市环湖医院,"117.29483,39.072745",16
天津市,元五大楼,"117.265427,39.075975",天津市环湖医院,"117.29483,39.072745",18
天津市,信达格调·美古花园,"117.208201,39.125145",天津医科大学总医院,"117.18461,39.117381",16
天津市,中海·镜映南开,"117.168526,39.12225",天津医科大学总医院,"117.18461,39.117381",14
天津市,旭辉铂悦公望,"117.168243,39.128513",天津医科大学总医院,"117.18461,39.117381",14
天津市,荔城世纪,"117.010476,39.380927",光明道小学,"117.02781,39.391131",13
天津市,品悦万澜,"116.996923,39.389493",光明道小学,"117.02781,39.391131",17
天津市,招商揽阅,"117.012022,39.393405",光明道小学,"117.02781,39.391131",12
天津市,颐安花园东区,"117.045823,39.368395",杨村第十四小学,"117.067998,39.362297",12
天津市,和平里小区北区,"117.049597,39.373707",杨村第十四小学,"117.067998,39.362297",13
天津市,碧溪雅园,"117.091352,39.345976",杨村第十四小学,"117.067998,39.362297",16
北京市,五里坨中学,"116.362146,39.897564",特别特购物广场,"116.339698,39.937685",36
北京市,锦上国际公寓,"116.351523,39.893302",特别特购物广场,"116.339698,39.937685",34
北京市,金融世家,"116.34671,39.904502",特别特购物广场,"116.339698,39.937685",29
北京市,西便门内大街79号院,"116.351393,39.895571",特别特购物广场,"116.339698,39.937685",33
北京市,天宁寺东里,"116.347423,39.894598",特别特购物广场,"116.339698,39.937685",32
北京市,天泽园,"116.353918,39.893458",特别特购物广场,"116.339698,39.937685",36
北京市,槐柏树街南里,"116.354428,39.895613",特别特购物广场,"116.339698,39.937685",34
北京市,恒华国际,"116.345698,39.917671",特别特购物广场,"116.339698,39.937685",16
北京市,月坛西街24号院,"116.349808,39.915091",特别特购物广场,"116.339698,39.937685",19
北京市,恒华国际商务中心,"116.345676,39.917549",特别特购物广场,"116.339698,39.937685",16
北京市,三里河东路7号院,"116.342953,39.919805",特别特购物广场,"116.339698,39.937685",15
北京市,巴黎公寓,"116.336098,39.914146",特别特购物广场,"116.339698,39.937685",16
北京市,真武庙头条四号院,"116.351363,39.905798",特别特购物广场,"116.339698,39.937685",29
北京市,月坛西街乙2号院,"116.349788,39.917507",特别特购物广场,"116.339698,39.937685",18
北京市,自由季,"116.437081,39.890153",北京市东城区第一人民医院,"116.401276,39.864505",31
北京市,新世界中心,"116.417934,39.897645",北京市东城区第一人民医院,"116.401276,39.864505",29
北京市,宝润苑,"116.427844,39.899308",北京市东城区第一人民医院,"116.401276,39.864505",38
北京市,东花市大街2号院,"116.438995,39.897225",北京市东城区第一人民医院,"116.401276,39.864505",37
北京市,白桥苑,"116.439007,39.899007",北京市东城区第一人民医院,"116.401276,39.864505",38
北京市,东花市北里西区,"116.428743,39.899157",北京市东城区第一人民医院,"116.401276,39.864505",37
北京市,理想大厦,"116.321677,39.976858",特别特购物广场,"116.339698,39.937685",31
北京市,知春大厦,"116.320428,39.975621",特别特购物广场,"116.339698,39.937685",30
北京市,豪景大厦,"116.321702,39.975805",特别特购物广场,"116.339698,39.937685",31
北京市,新中关,"116.31482,39.978157",特别特购物广场,"116.339698,39.937685",31
北京市,恒兴大厦,"116.33289,39.983167",特别特购物广场,"116.339698,39.937685",36
北京市,豪景佳苑,"116.322732,39.974827",特别特购物广场,"116.339698,39.937685",31
北京市,水清木华园,"116.328522,39.990207",特别特购物广场,"116.339698,39.937685",45
北京市,海淀路小区,"116.312495,39.98598",特别特购物广场,"116.339698,39.937685",37
北京市,新科祥园,"116.324462,39.983229",特别特购物广场,"116.339698,39.937685",34
北京市,尚都国际中心,"116.451269,39.919787",佳亿广场,"116.458294,39.950034",22
北京市,SOHO尚都,"116.453334,39.918149",佳亿广场,"116.458294,39.950034",24
北京市,佳汇中心,"116.440804,39.928221",佳亿广场,"116.458294,39.950034",20
北京市,新金山公寓,"116.436856,39.920494",佳亿广场,"116.458294,39.950034",26
北京市,复地国际公寓,"116.456285,39.924122",佳亿广场,"116.458294,39.950034",18
北京市,朝外MEN,"116.44152,39.921812",佳亿广场,"116.458294,39.950034",24
北京市,悠唐国际,"116.439544,39.921992",佳亿广场,"116.458294,39.950034",24
北京市,西绒线胡同26号院,"116.376583,39.903231",枫蓝国际购物中心,"116.356605,39.952958",36
北京市,五里坨中学,"116.362146,39.897564",枫蓝国际购物中心,"116.356605,39.952958",36
北京市,英嘉公寓,"116.378012,39.901392",枫蓝国际购物中心,"116.356605,39.952958",38
北京市,中京几道,"116.366522,39.908836",枫蓝国际购物中心,"116.356605,39.952958",31
北京市,天安国汇,"116.375839,39.903724",枫蓝国际购物中心,"116.356605,39.952958",36
北京市,华荣公寓,"116.362394,39.909652",枫蓝国际购物中心,"116.356605,39.952958",28
北京市,尚座大厦,"116.368173,39.900404",枫蓝国际购物中心,"116.356605,39.952958",34
北京市,西绒线胡同26号院,"116.376583,39.903231",北京中医药大学东方医院,"116.432243,39.864065",52
北京市,英嘉公寓,"116.378012,39.901392",北京中医药大学东方医院,"116.432243,39.864065",50
北京市,庄胜商住楼,"116.378203,39.898631",北京中医药大学东方医院,"116.432243,39.864065",48
北京市,天安国汇,"116.375839,39.903724",北京中医药大学东方医院,"116.432243,39.864065",52
北京市,西绒线,"116.379718,39.904201",北京中医药大学东方医院,"116.432243,39.864065",51
北京市,培智胡同,"116.392365,39.891624",北京中医药大学东方医院,"116.432243,39.864065",39
北京市,富卓花园,"116.376388,39.893096",北京中医药大学东方医院,"116.432243,39.864065",46
北京市,椿树园,"116.378715,39.894298",北京中医药大学东方医院,"116.432243,39.864065",45
北京市,五里坨中学,"116.362146,39.897564",北京市东城区第一人民医院,"116.401276,39.864505",38
北京市,东华金座,"116.365141,39.889056",北京市东城区第一人民医院,"116.401276,39.864505",29
北京市,广益大厦,"116.355755,39.890767",北京市东城区第一人民医院,"116.401276,39.864505",39
北京市,锦上国际公寓,"116.351523,39.893302",北京市东城区第一人民医院,"116.401276,39.864505",40
北京市,广信嘉园,"116.353308,39.890823",北京市东城区第一人民医院,"116.401276,39.864505",38
北京市,信恒大厦,"116.361695,39.88888",北京市东城区第一人民医院,"116.401276,39.864505",33
北京市,报国寺东夹道1号院,"116.360557,39.891915",北京市东城区第一人民医院,"116.401276,39.864505",37
北京市,安居园小区,"116.394255,39.884583",Dyson戴森(马连道家乐福店),"116.32561,39.882322",40
北京市,灵佑胡同,"116.39451,39.88722",Dyson戴森(马连道家乐福店),"116.32561,39.882322",39
北京市,万明路18号院,"116.390106,39.888046",Dyson戴森(马连道家乐福店),"116.32561,39.882322",35
北京市,南纬路37号院,"116.390235,39.881016",Dyson戴森(马连道家乐福店),"116.32561,39.882322",36
北京市,永安路小区,"116.386002,39.886699",Dyson戴森(马连道家乐福店),"116.32561,39.882322",35
北京市,中信禧园,"116.379037,39.886467",Dyson戴森(马连道家乐福店),"116.32561,39.882322",30
北京市,虎坊路甲15号院,"116.384296,39.885603",Dyson戴森(马连道家乐福店),"116.32561,39.882322",38
北京市,天桥北里,"116.396909,39.885342",Dyson戴森(马连道家乐福店),"116.32561,39.882322",40
北京市,华严路3号院,"116.393573,39.887649",Dyson戴森(马连道家乐福店),"116.32561,39.882322",36
北京市,东华金座,"116.365141,39.889056",特别特购物广场,"116.339698,39.937685",42
北京市,广益大厦,"116.355755,39.890767",特别特购物广场,"116.339698,39.937685",37
北京市,广信嘉园,"116.353308,39.890823",特别特购物广场,"116.339698,39.937685",37
北京市,信恒大厦,"116.361695,39.88888",特别特购物广场,"116.339698,39.937685",40
北京市,报国寺东夹道1号院,"116.360557,39.891915",特别特购物广场,"116.339698,39.937685",38
北京市,中成大厦,"116.3106,39.986211",北京大学第六医院,"116.357593,39.982305",22
北京市,海淀大街25号,"116.306871,39.984434",北京大学第六医院,"116.357593,39.982305",24
北京市,海淀路小区,"116.312495,39.98598",北京大学第六医院,"116.357593,39.982305",22
北京市,新科祥园,"116.324462,39.983229",北京大学第六医院,"116.357593,39.982305",17
北京市,中关村北一条,"116.328133,39.98723",北京大学第六医院,"116.357593,39.982305",16
北京市,黄庄小区,"116.318816,39.979118",北京大学第六医院,"116.357593,39.982305",22
北京市,中关村东大院,"116.319,39.982498",北京大学第六医院,"116.357593,39.982305",19
北京市,西四八条,"116.369967,39.931261",北京市和平里医院第一门诊,"116.417477,39.963876",41
北京市,草岚子胡同,"116.381725,39.926923",北京市和平里医院第一门诊,"116.417477,39.963876",41
北京市,西什库大街19号,"116.379637,39.927305",北京市和平里医院第一门诊,"116.417477,39.963876",44
北京市,航空胡同40号院,"116.373887,39.938693",北京市和平里医院第一门诊,"116.417477,39.963876",34
北京市,航空胡同22号院,"116.37501,39.939064",北京市和平里医院第一门诊,"116.417477,39.963876",33
北京市,三不老胡同,"116.377517,39.939384",北京市和平里医院第一门诊,"116.417477,39.963876",32
北京市,育德胡同,"116.369045,39.933562",北京市和平里医院第一门诊,"116.417477,39.963876",39
北京市,大红罗厂3号院,"116.376255,39.927984",北京市和平里医院第一门诊,"116.417477,39.963876",42
北京市,自由季,"116.437081,39.890153",天桥百货商场,"116.397929,39.880592",26
北京市,新世界中心,"116.417934,39.897645",天桥百货商场,"116.397929,39.880592",18
北京市,宝润苑,"116.427844,39.899308",天桥百货商场,"116.397929,39.880592",27
北京市,东花市大街2号院,"116.438995,39.897225",天桥百货商场,"116.397929,39.880592",27
北京市,白桥苑,"116.439007,39.899007",天桥百货商场,"116.397929,39.880592",29
北京市,东花市北里西区,"116.428743,39.899157",天桥百货商场,"116.397929,39.880592",26
北京市,金融世家,"116.34671,39.904502",华生,"116.393036,39.865025",46
北京市,西便门内大街79号院,"116.351393,39.895571",华生,"116.393036,39.865025",41
北京市,西便门西里,"116.352213,39.899288",华生,"116.393036,39.865025",41
北京市,宣武门西大街26号院,"116.356918,39.898339",华生,"116.393036,39.865025",37
北京市,西便门东里,"116.353412,39.899246",华生,"116.393036,39.865025",40
北京市,铁四区,"116.351141,39.90233",华生,"116.393036,39.865025",43
北京市,槐柏树街北里,"116.354286,39.896284",华生,"116.393036,39.865025",39
北京市,真武庙头条四号院,"116.351363,39.905798",华生,"116.393036,39.865025",46
北京市,尚都国际中心,"116.451269,39.919787",北京市和平里医院第一门诊,"116.417477,39.963876",39
北京市,SOHO尚都,"116.453334,39.918149",北京市和平里医院第一门诊,"116.417477,39.963876",41
北京市,佳汇中心,"116.440804,39.928221",北京市和平里医院第一门诊,"116.417477,39.963876",29
北京市,新金山公寓,"116.436856,39.920494",北京市和平里医院第一门诊,"116.417477,39.963876",31
北京市,复地国际公寓,"116.456285,39.924122",北京市和平里医院第一门诊,"116.417477,39.963876",41
北京市,朝外MEN,"116.44152,39.921812",北京市和平里医院第一门诊,"116.417477,39.963876",34
北京市,悠唐国际,"116.439544,39.921992",北京市和平里医院第一门诊,"116.417477,39.963876",34
北京市,西绒线胡同26号院,"116.376583,39.903231",特别特购物广场,"116.339698,39.937685",36
北京市,英嘉公寓,"116.378012,39.901392",特别特购物广场,"116.339698,39.937685",38
北京市,庄胜商住楼,"116.378203,39.898631",特别特购物广场,"116.339698,39.937685",39
北京市,西绒线,"116.379718,39.904201",特别特购物广场,"116.339698,39.937685",37
北京市,培智胡同,"116.392365,39.891624",特别特购物广场,"116.339698,39.937685",51
北京市,富卓花园,"116.376388,39.893096",特别特购物广场,"116.339698,39.937685",42
