中心小区名称,竞品小区名称,距离
锁厂宿舍,华锦公寓,0.68
锁厂宿舍,和谐小区,0.13
锁厂宿舍,水泥厂宿舍,0.52
锁厂宿舍,西苑小区(临安),0.89
锁厂宿舍,锦春家园68号,0.47
锁厂宿舍,宏伟公寓,0.75
锁厂宿舍,轮胎厂宿舍,0.64
锁厂宿舍,临安农资大楼,0.89
锁厂宿舍,新世纪公寓,0.85
锁厂宿舍,锦溪公寓,0.53
锁厂宿舍,锦胜小区,0.43
锁厂宿舍,钱王新村,0.91
锁厂宿舍,药厂宿舍,0.87
锁厂宿舍,天屹公寓,0.96
锁厂宿舍,国瑞中心,0.23
锁厂宿舍,锅炉厂宿舍,0.2
锁厂宿舍,交警队宿舍,0.58
锁厂宿舍,玫瑰苑,0.49
锁厂宿舍,供电所宿舍,0.2
锁厂宿舍,财富商厦,0.9
锁厂宿舍,绿城钱王文化广场锦玉园,0.63
锁厂宿舍,天阳大厦,0.18
锁厂宿舍,阳光苑,0.04
锁厂宿舍,钱王财富中心,0.25
锁厂宿舍,紫景苑,0.12
锁厂宿舍,供销社小区,0.98
锁厂宿舍,化工厂生活小区,0.7
锁厂宿舍,枫林晓城,0.84
锁厂宿舍,银杏公寓,0.88
锁厂宿舍,临安大厦,0.56
锁厂宿舍,临建宿舍,0.65
锁厂宿舍,天发公寓,0.88
锁厂宿舍,新港城,0.56
锁厂宿舍,钱王公寓,0.78
锁厂宿舍,公管所宿舍,0.07
锁厂宿舍,锦南新村,0.5
锁厂宿舍,锦绣山水苑,0.8
锁厂宿舍,南苑小区,0.33
锁厂宿舍,茶厂小区,0.9
锁厂宿舍,计生宿舍,0.09
锁厂宿舍,星港9月,0.67
锁厂宿舍,检察院宿舍,0.19
锁厂宿舍,九龙苑,0.88
锁厂宿舍,锦龙公寓,0.91
锁厂宿舍,桂花新村,0.81
锁厂宿舍,聚金商厦,0.87
锁厂宿舍,汇锦畔湖苑,0.57
锁厂宿舍,江桥一弄21号,0.51
盛世钱塘,唐家景府,0.86
盛世钱塘,钱江三苑,0.79
盛世钱塘,万象城悦府,0.86
盛世钱塘,东方君悦,0.99
盛世钱塘,钱江一苑,0.48
盛世钱塘,水岸帝景,0.54
盛世钱塘,凤起钱潮,0.94
盛世钱塘,金基晓庐,0.26
盛世钱塘,东方润园,0.67
盛世钱塘,新城国际彩园,0.47
盛世钱塘,钱江四苑东区,0.77
盛世钱塘,钱江四苑,0.93
盛世钱塘,钱江二苑,0.6
盛世钱塘,新城国际和园,0.66
未央村,仙林福座,0.35
未央村,浙报公寓,0.64
未央村,西湖花苑,0.92
未央村,宣徐弄8.11号,0.76
未央村,下华光巷70号,0.72
未央村,大和里,0.67
未央村,龙华巷4到11号,0.74
未央村,大王庙巷小区,0.98
未央村,西子公寓,0.88
未央村,蕙宜村,0.18
未央村,广福路小区,0.37
未央村,意盛商务大厦,0.95
未央村,凤凰街小区,0.64
未央村,五福里,0.5
未央村,青年里,0.84
未央村,仁和大厦,0.62
未央村,思敬里,0.73
未央村,平海公寓,0.34
未央村,永宁院,0.99
未央村,仙林苑,0.5
未央村,东清大厦,1.0
未央村,吴牙新村,0.65
未央村,青春坊,0.74
未央村,三华园,0.85
未央村,思鑫坊,0.24
未央村,广福公寓,0.5
未央村,仁和里,0.6
未央村,凤起桥河下,0.87
未央村,吴山路1号,0.98
未央村,鸿鼎商务楼,0.71
未央村,中河大厦,0.34
未央村,中大广场,0.94
未央村,孝友里,0.59
未央村,龙兴桥河下,0.81
未央村,金峰大厦,0.42
未央村,麒麟街小区,0.64
未央村,延庆里6号,0.33
未央村,柳营花园,0.68
未央村,皇亲苑,0.82
未央村,社坛苑,0.86
未央村,西湖国贸中心,0.66
未央村,清远里,0.74
未央村,二圣庙前,0.59
未央村,国都公寓,0.59
未央村,小和弄小区,0.69
未央村,三槐里,0.37
未央村,长生路小区,0.05
未央村,向阳新村,0.05
未央村,锦绣天地,0.93
未央村,东方金座,0.6
未央村,崇恩坊,0.7
未央村,名珏公寓,0.55
未央村,凤起里,0.84
未央村,和乐苑,0.92
未央村,平海旺角,0.41
未央村,平海路小区,0.47
阅杭里,天空之城,0.57
阅杭里,潮都华庭,0.55
阅杭里,大诚纪名府,0.77
鑫龙御溪名都,金久城市花园,0.26
鑫龙御溪名都,水岸华庭,0.61
鑫龙御溪名都,中侨公寓,0.38
鑫龙御溪名都,华鸿中南壹号院,0.3
鑫龙御溪名都,林家新区,0.83
鑫龙御溪名都,石马小区,0.42
鑫龙御溪名都,下轮公寓,0.91
鑫龙御溪名都,聆江景园,0.56
鑫龙御溪名都,富春华庭,0.56
鑫龙御溪名都,美凯国际寓所,0.48
鑫龙御溪名都,浙富亲亲园,0.21
鑫龙御溪名都,荇塘新村,0.66
鑫龙御溪名都,金色春江,0.81
鑫龙御溪名都,鑫龙桂花苑,0.98
鑫龙御溪名都,家景星城,0.89
鑫龙御溪名都,桐城府,0.51
鑫龙御溪名都,天阳云栖梅林,0.95
鑫龙御溪名都,美丽春天府,0.42
鑫龙御溪名都,阳光华庭东区,0.37
鑫龙御溪名都,揽景园,0.86
鑫龙御溪名都,慧园,0.52
华龙家园,近江家园二园,0.88
华龙家园,鸥江公寓,0.16
华龙家园,静怡花苑,0.74
华龙家园,婺江家园四园,0.37
华龙家园,世纪坊,0.74
华龙家园,世包国际中心,0.6
华龙家园,新城坊,0.16
华龙家园,尚筑金座,0.7
华龙家园,滨江保利翡翠海岸,0.54
华龙家园,望江家园东园,0.95
华龙家园,婺江家园一园,0.6
华龙家园,居安坊,0.43
华龙家园,尊宝大厦,0.82
华龙家园,观音塘小区,0.85
华龙家园,婺江家园二园,0.66
华龙家园,临江风帆公寓,0.38
华龙家园,近江家园三园,0.71
华龙家园,郡亭公寓,0.86
华龙家园,怡和苑,0.58
华龙家园,景江城市花园,0.8
华龙家园,钱塘名都,0.15
华龙家园,滨江新苑,0.47
华龙家园,耀江福村,0.26
华龙家园,近江家园八园,0.51
华龙家园,近江新村,0.92
华龙家园,望江新丰苑,1.0
华龙家园,近江家园七园,0.45
华龙家园,钱江时代公寓,0.55
华龙家园,钱塘人家,0.26
华龙家园,文华苑,0.29
华龙家园,钱江国际时代广场,0.66
华龙家园,在水一方公寓,0.39
华龙家园,近江家园六园,0.41
华龙家园,思安坊,0.6
华龙家园,天福花园,0.53
华龙家园,近江家园一园,0.76
华龙家园,观音堂路102号,0.6
华龙家园,近江家园九园,0.34
华龙家园,锦都世家,0.95
华龙家园,钱塘航空大厦,0.81
华龙家园,钱江苑,0.15
华龙家园,恒丰坊,0.13
华龙家园,滨江家园,0.67
华龙家园,近江家园四园,0.71
华龙家园,南光坊,0.23
华龙家园,滨江城市之星,0.55
华龙家园,婺江家园三园,0.48
华龙家园,静安花苑,0.71
华龙家园,清江名潮院,0.41
华龙家园,怡静坊,0.76
华龙家园,近江家园五园,0.6
华龙家园,近江苑,0.27
华龙家园,富星苑,0.07
金石华城,水乡名苑,0.31
金石华城,塘栖栖里东苑,0.98
金石华城,塘栖嘉园,0.92
金石华城,乐苑小区,0.84
金石华城,贝利栖溪望府,0.32
金石华城,春风江南府,0.37
金石华城,天府家园,0.21
金石华城,锦绣名邸,0.75
金石华城,栖水珑庭,0.25
金石华城,佳丽苑,0.37
金石华城,龙栖湾大厦,0.51
金石华城,宝丽金庭,0.32
金石华城,水岸名筑,0.34
金石华城,观棠明月,0.77
金石华城,贝利栖溪公馆,1.0
金石华城,塘栖一小区,0.53
金石华城,广宇公寓,0.96
融信大发弘阳沁澜,运河锦庭,0.38
融信大发弘阳沁澜,赞成美树,0.51
融信大发弘阳沁澜,滨江旭辉万家之星,0.63
天都花园,九曲营小区,0.28
天都花园,赵家弄(余杭),0.69
天都花园,迎宾北区,0.77
天都花园,红丰综合楼西楼,0.05
天都花园,酒厂宿舍,0.57
天都花园,名门天第,0.2
天都花园,顺昌花园,0.11
天都花园,景山路15号,0.69
天都花园,荷花小区,0.98
天都花园,超峰小区,0.61
天都花园,理想家园,0.77
天都花园,星火小区,0.28
天都花园,佳居园,0.49
天都花园,文明小区,0.51
天都花园,恒达苑,0.62
天都花园,紫兰花苑,1.0
天都花园,伊世纪城市花园一区,0.38
天都花园,伊世纪城市花园,0.45
天都花园,梅堰小区,0.74
天都花园,华宇家园,0.85
天都花园,华立和郡,0.65
天都花园,区检察院宿舍,0.55
天都花园,史家埭路小区,0.53
天都花园,碧天家园,0.45
天都花园,百姓弄小区,0.36
天都花园,前横弄8号,0.68
天都花园,绿苑公寓,0.49
天都花园,星光外贸宿舍楼,0.78
天都花园,广都嘉园,0.31
天都花园,临平山庄,0.7
天都花园,东湖公寓,0.84
天都花园,朝阳新苑,0.35
天都花园,风清苑,0.51
天都花园,月光苑,0.63
天都花园,贝利珑昕泽第,0.85
天都花园,铂郡阁,0.75
天都花园,煊赫广场,0.88
天都花园,碧云阁,0.33
天都花园,星都家园,0.37
天都花园,邱山小区,0.53
天都花园,文园公寓,0.74
天都花园,碧佳公寓,0.22
天都花园,水岸嘉园,0.7
天都花园,华励花苑,0.23
天都花园,朝阳西路小区,0.44
天都花园,四维公寓,0.99
天都花园,雍熙山庄,0.8
天都花园,曙光嘉园,0.59
天都花园,星育佳园,0.37
天都花园,北苑新村,0.31
天都花园,新大地,0.36
天都花园,迎宾花苑,0.76
天都花园,临平新时代,0.86
天都花园,城佳公寓,0.43
天都花园,心怡苑,0.98
天都花园,清河花园,0.74
天都花园,源山雅阁,0.83
天都花园,康家公寓,0.92
天都花园,瓶山公寓,0.72
天都花园,清沁花苑,0.47
天都花园,丝织弄59号,0.1
和新南苑,戴陈弄23号,0.13
和新南苑,顺发吉祥半岛,0.95
和新南苑,凯德湖墅,0.41
和新南苑,凯德龙湾,0.83
和新南苑,华丰新村,0.87
和新南苑,联合世纪新筑,0.3
和新南苑,运河天悦府,0.86
和新南苑,嘉泰馨庭,0.88
和新南苑,和睦坊,0.13
和新南苑,都景公寓,0.5
和新南苑,三宝郡庭,1.0
和新南苑,和睦院,0.64
和新南苑,和睦南苑,0.72
和新南苑,美都广场,0.76
和新南苑,广兴新村,0.2
和新南苑,湖墅嘉园,0.92
和新南苑,塘河科技公寓,0.81
和新南苑,天阳上河,0.74
和新南苑,远洋公馆,0.77
和新南苑,北大桥,0.5
和新南苑,龙门公寓,0.94
和新南苑,大关公寓,0.49
和新南苑,滨江锦绣之城,0.65
和新南苑,凯德视界,0.8
和新南苑,和新北苑,0.12
和新南苑,名城燕园,0.55
和新南苑,融信远洋厘望轩,0.9
和新南苑,小河佳苑,0.34
和新南苑,远洋杭州大运河商务区,0.86
和新南苑,小河东河下,0.34
和新南苑,吉兴公寓,0.57
和新南苑,景上公寓,0.57
和新南苑,董家新村,0.72
和新南苑,中粮大悦城,0.68
和新南苑,明真宫,0.64
和新南苑,滨融府,0.9
湖漫雅筑,绿城华润晓月映翠,0.98
湖漫雅筑,朗庭公馆,0.28
湖漫雅筑,白马湖小区,0.76
湖漫雅筑,长河商厦,0.22
湖漫雅筑,铂金名筑,0.86
湖漫雅筑,江南铭庭,0.41
湖漫雅筑,保亿风景蝶院,0.13
云天财富中心,新华坊社区,0.95
云天财富中心,永通信息广场,0.58
云天财富中心,小庙巷16号,0.94
云天财富中心,金都华庭,0.75
云天财富中心,广宇河滨公寓,0.66
云天财富中心,莫衙营,0.4
云天财富中心,河西南38号,0.85
云天财富中心,京都苑,0.65
云天财富中心,艮园社区,0.71
云天财富中心,紫薇公寓,0.78
云天财富中心,新湖武林国际公寓,0.74
云天财富中心,滨河公寓,0.86
云天财富中心,流水东苑,0.52
云天财富中心,施家桥,0.95
云天财富中心,温馨家园,0.08
云天财富中心,晶晶大厦,0.81
云天财富中心,紫玉名府,0.97
云天财富中心,大营盘,0.54
云天财富中心,沙田里,0.52
云天财富中心,石板巷新村,1.0
云天财富中心,青龙苑,0.7
云天财富中心,雅兰公寓,0.53
云天财富中心,平凡里公寓,0.83
云天财富中心,东园小区,0.9
云天财富中心,打铁关小区,0.74
云天财富中心,裕达大厦,0.54
云天财富中心,水星阁,0.9
云天财富中心,云裳公寓,0.35
云天财富中心,打铁关外聘楼,0.91
云天财富中心,流水北苑,0.67
云天财富中心,幸福人家,0.72
云天财富中心,利兹城市公寓,0.28
云天财富中心,工人新村,0.91
云天财富中心,天赐苑,0.31
云天财富中心,永康苑,0.15
云天财富中心,宝善公寓,0.24
云天财富中心,东河春晓,0.39
云天财富中心,绿城兰园,0.28
云天财富中心,天仙新苑小区,0.95
云天财富中心,金鹿雅园,0.91
云天财富中心,树园,0.64
云天财富中心,新坝,0.7
云天财富中心,艮山上,0.22
云天财富中心,和平小区,0.88
云天财富中心,骆驼桥东河下,0.31
云天财富中心,流水苑,0.46
云天财富中心,东园街39号,0.81
云天财富中心,施家花园,0.96
云天财富中心,环东公寓,0.86
云天财富中心,木庵小区,0.49
云天财富中心,星都嘉苑,0.59
云天财富中心,天城铭园,0.87
云天财富中心,健康公寓,0.81
云天财富中心,西泠公寓,0.84
云天财富中心,田家桥,1.0
云天财富中心,天晖铭园,0.81
云天财富中心,中江花园,0.39
云天财富中心,天园阁,0.77
云天财富中心,环城北路小区,0.12
云天财富中心,河罕上,0.38
云天财富中心,通宝商厦,0.21
云天财富中心,艮山福居,0.23
云天财富中心,御跸苑,0.41
云天财富中心,锦园小区,0.84
美致生活广场,北郡中央公馆,0.54
美致生活广场,群升星河印象中心,0.23
美致生活广场,万华1号,0.99
美致生活广场,万盛商贸城公寓,0.42
美致生活广场,钱江国际广场,0.19
招商蛇口花屿观澜里,华瑞中心公寓,0.64
招商蛇口花屿观澜里,云章映月华庭,0.87
招商蛇口花屿观澜里,一方大厦,0.94
招商蛇口花屿观澜里,泰和天辰国际广场,0.78
招商蛇口花屿观澜里,都市阳光,0.89
招商蛇口花屿观澜里,顺发恒园,0.95
招商蛇口花屿观澜里,保利融信大国璟,0.87
招商蛇口花屿观澜里,融信杭州世纪,0.97
招商蛇口花屿观澜里,恒大国玺悦龙府,0.68
招商蛇口花屿观澜里,德信君宸,0.79
招商蛇口花屿观澜里,庆丰拥涛府,0.88
招商蛇口花屿观澜里,东方一品公寓,0.67
招商蛇口花屿观澜里,德鸿公寓,0.93
招商蛇口花屿观澜里,欢腾金座,0.94
十亩田家园,八卦新村,0.81
十亩田家园,山南人家,0.45
十亩田家园,复兴城市家园,0.4
十亩田家园,六和源,0.92
十亩田家园,江新苑小区,0.31
十亩田家园,好望角公寓,0.29
十亩田家园,清怡花苑,0.23
十亩田家园,水澄花园北苑,0.44
十亩田家园,马尔山闸电宿舍,0.93
十亩田家园,复兴南苑,0.8
十亩田家园,水澄花园南苑,0.65
十亩田家园,民安苑,0.65
十亩田家园,清河家园,0.2
十亩田家园,复兴北苑,0.69
十亩田家园,金棕榈花园,0.32
十亩田家园,海月花园,0.2
三里家园二区,三里新城兰苑,0.89
三里家园二区,董家村住宅,0.57
三里家园二区,三里亭一区,0.6
三里家园二区,朗诗乐府,0.47
三里家园二区,三里家园一区,0.35
三里家园二区,天城府,0.86
三里家园二区,三里新城竹苑,0.63
三里家园二区,三里亭苑四区,0.26
三里家园二区,水岸雅苑,0.23
三里家园二区,三里亭苑二区,0.53
三里家园二区,熙晖府,0.57
三里家园二区,广利佳苑,0.33
三里家园二区,三里新城桂苑,0.87
三里家园二区,春月锦庐,0.52
三里家园二区,万科新都会1958,0.66
三里家园二区,东方时代中心,0.86
三里家园二区,新德佳苑,0.79
三里家园二区,三里亭苑三区,0.43
三里家园二区,三里新城柳苑,0.84
三里家园二区,三里新城梅苑,0.96
三里家园二区,克拉公寓,0.74
三里家园二区,时光悦酩公寓,0.79
三里家园二区,新风悦居 ,0.71
三里家园二区,百合公寓,0.57
三里家园二区,三里新城橘苑,0.79
三里家园二区,三里家园三区,0.36
合景天銮,勤丰小区,0.64
合景天銮,化纤新村,0.74
合景天銮,融创宜和园,0.57
合景天銮,浙旅德信西宸,0.16
合景天銮,华丰新村,0.97
合景天銮,蓝钻天成,0.26
合景天銮,九龙仓臻玺,0.12
合景天銮,天珏华庭,0.93
合景天銮,和睦院,0.98
合景天銮,万家花城一期,0.68
合景天銮,和睦南苑,0.9
合景天銮,汉港武林汇,0.35
合景天銮,天阳尚景国际二期,0.24
合景天銮,华润绿城杭樾润府,0.54
合景天銮,保利香槟国际,0.75
合景天銮,九龙仓珑玺,0.18
合景天銮,资辉壹方汇,0.15
合景天銮,天阳尚景国际,0.43
合景天銮,和睦公寓,0.67
合景天銮,华方新村,0.54
合景天銮,天尔名庭,0.72
合景天銮,盛景琥林名邸,0.4
合景天銮,中交财富中心,0.58
合景天銮,九龙仓华发荟品天语城,0.81
合景天銮,和睦新村,0.57
合景天銮,珹上润府,0.84
合景天銮,星瓒颂锦府,0.81
合景天銮,碧桂园西江月,0.41
合景天銮,欣盛东方福邸,0.71
合景天銮,杭曜置地中心一区,0.73
合景天銮,杭曜置地中心二区,0.46
合景天銮,滨融府,0.87
钱纺宿舍,保利和者时光印象府,0.55
钱纺宿舍,碧秀名庭,0.91
钱纺宿舍,得力新和人家,0.47
钱纺宿舍,新丽名苑,0.81
钱纺宿舍,保利欣品华庭,0.95
钱纺宿舍,永和之星,0.76
钱纺宿舍,花城名苑,0.76
钱纺宿舍,新盈名苑,0.87
鑫运时代金座,地铁东城,0.69
鑫运时代金座,东方公寓,0.49
鑫运时代金座,左邻右舍公寓,0.93
鑫运时代金座,蓝桥名苑,0.65
鑫运时代金座,九堡明珠公寓,0.92
鑫运时代金座,望钱塘云庄,0.9
鑫运时代金座,地铁东城广场,0.71
鑫运时代金座,聆潮府,0.62
鑫运时代金座,圣奥领寓,0.97
鑫运时代金座,合生创展名邸,0.87
鑫运时代金座,君合商务楼,0.81
鑫运时代金座,香滨湾花园,0.38
鑫运时代金座,新江花园,0.38
鑫运时代金座,东华苑,0.42
鑫运时代金座,东都公寓,0.9
鑫运时代金座,杰立潮前府,0.76
鑫运时代金座,蓝桥景苑,0.65
鑫运时代金座,晨光绿苑,0.73
求是村,汇丰公寓,0.91
求是村,曙光路小区,0.67
求是村,浙大新村,0.36
求是村,曙光新村,0.25
求是村,庆丰新村,0.81
求是村,曙光公寓,0.72
求是村,青芝坞,0.76
求是村,青石桥24幢,0.48
求是村,庆丰公寓,0.98
求是村,仁寿山,0.85
求是村,聚丰公寓,0.91
求是村,绿城丁香公寓,0.94
北干一苑,北干二苑,0.19
北干一苑,山北新苑,0.69
北干一苑,国泰大厦,1.0
北干一苑,新安园,0.5
北干一苑,顺发旭辉国悦府,0.79
北干一苑,沁茵园,0.71
北干一苑,银通大厦,0.54
北干一苑,旺角晶座,0.64
北干一苑,众安恒隆广场,0.84
北干一苑,永久公寓,0.3
北干一苑,绿茵园小区,0.19
北干一苑,广德小区,0.96
北干一苑,心意广场,0.85
北干一苑,市心中路1028号,0.83
北干一苑,金马飞鸟集,0.81
北干一苑,永盛家园,0.53
北干一苑,金茂大厦,0.51
北干一苑,名城大厦,0.63
北干一苑,城建公寓,0.45
北干一苑,山阴小区,0.26
北干一苑,融信萧山公馆,0.76
北干一苑,融创臻源锦宁里,0.77
北干一苑,华润万象汇,0.44
北干一苑,北干二苑新安寓,0.56
北干一苑,城中花园(萧山),0.53
北干一苑,红枫小区,0.45
北干一苑,山河花园,0.66
北干一苑,银河小区,0.63
北干一苑,凯悦花园,0.23
北干一苑,星都花园(萧山),0.58
北干一苑,绿地G合里金宸,0.53
北干一苑,金帝高新科技广场,0.46
北干一苑,绿城九龙仓钱塘明月,0.94
北干一苑,沁园春公寓,0.7
北干一苑,天润商业中心,0.97
北干一苑,萧山时代广场,0.3
北干一苑,雍景湾(萧山),0.75
北干一苑,金苑大厦,0.53
北干一苑,汇通大厦,0.88
北干一苑,绿都世贸广场,0.54
北干一苑,开元名都,0.2
北干一苑,银河商务公馆,0.82
北干一苑,糖朝,0.83
云栖上宸轩,联发溪语宸庐,0.25
云栖上宸轩,锦绣桃源公寓,0.74
云栖上宸轩,金星桃源居,0.89
云栖上宸轩,滨江沁语晓庭,0.26
云栖上宸轩,袁家新院,0.99
云栖上宸轩,广宇锦绣桃源,0.72
云栖上宸轩,锦上桃源,0.71
云栖上宸轩,金典家园,0.47
云栖上宸轩,锦翠金宸府,0.92
云栖上宸轩,融创金成臻蓝府,0.34
云栖上宸轩,融创金成臻华府,0.39
云栖上宸轩,春题杭玥府,0.49
云栖上宸轩,沁语晓庭,0.27
云栖上宸轩,溪语宸章府,0.6
云栖上宸轩,广宇万科公园里,0.76
云栖上宸轩,宋都香悦郡,0.95
聆潮府,地铁东城,0.96
聆潮府,东方公寓,0.43
聆潮府,金地玖峯汇,0.95
聆潮府,长粼之宸公寓,1.0
聆潮府,九堡明珠公寓,0.3
聆潮府,地铁东城广场,0.94
聆潮府,鑫运时代金座,0.62
聆潮府,合生创展名邸,0.47
聆潮府,香滨湾花园,0.36
聆潮府,新江花园,1.0
聆潮府,东华苑,0.93
聆潮府,杰立潮前府,0.32
聆潮府,大家多立方,0.89
聆潮府,海棠公寓,0.94
聆潮府,晨光绿苑,0.17
聆潮府,华鸿汇盛德堡,0.87
杭钢西苑,电炉生活区,0.13
星光外贸宿舍楼,红丰综合楼西楼,0.76
星光外贸宿舍楼,名门天第,0.59
星光外贸宿舍楼,顺昌花园,0.68
星光外贸宿舍楼,超峰小区,0.21
星光外贸宿舍楼,理想家园,0.8
星光外贸宿舍楼,星火小区,0.64
星光外贸宿舍楼,五洋东湖春天,0.54
星光外贸宿舍楼,佳居园,0.95
星光外贸宿舍楼,文明小区,0.61
星光外贸宿舍楼,华枫名苑,1.0
星光外贸宿舍楼,伊世纪城市花园一区,0.45
星光外贸宿舍楼,伊世纪城市花园,0.35
星光外贸宿舍楼,梅堰小区,0.96
星光外贸宿舍楼,华宇家园,0.68
星光外贸宿舍楼,华立和郡,0.16
星光外贸宿舍楼,区检察院宿舍,0.95
星光外贸宿舍楼,碧天家园,0.76
星光外贸宿舍楼,百姓弄小区,0.91
星光外贸宿舍楼,天都花园,0.78
星光外贸宿舍楼,广都嘉园,1.0
星光外贸宿舍楼,风清苑,0.94
星光外贸宿舍楼,风荷叠翠府,0.83
星光外贸宿舍楼,铂郡阁,0.24
星光外贸宿舍楼,煊赫广场,0.1
星光外贸宿舍楼,碧云阁,0.74
星光外贸宿舍楼,绿荷叠翠轩,0.61
星光外贸宿舍楼,星都家园,0.68
星光外贸宿舍楼,都市知音,0.99
星光外贸宿舍楼,金世纪红枫苑,0.31
星光外贸宿舍楼,长岛绿园,0.97
星光外贸宿舍楼,碧佳公寓,0.96
星光外贸宿舍楼,华励花苑,0.94
星光外贸宿舍楼,玲珑家园,0.95
星光外贸宿舍楼,临罗荷悦府,0.67
星光外贸宿舍楼,都市港湾,0.63
星光外贸宿舍楼,曙光嘉园,0.57
星光外贸宿舍楼,星育佳园,0.79
星光外贸宿舍楼,北苑新村,0.56
星光外贸宿舍楼,清沁花苑,0.99
星光外贸宿舍楼,丝织弄59号,0.68
景洲公寓,石桥设计二院,0.68
景洲公寓,杨家春晓南苑,0.26
景洲公寓,杨家春晓北苑,0.49
景洲公寓,天堂园社区纺机厂宿舍,0.73
景洲公寓,石桥路151号,0.87
景洲公寓,长新里,0.69
景洲公寓,天堂园汽轮宿舍,0.83
景洲公寓,新沁家园,0.53
景洲公寓,景翠公寓,0.71
运新花苑二区,唐家景府,0.98
运新花苑二区,东方御府,0.22
运新花苑二区,运新花苑五区,0.38
运新花苑二区,云峰家园,0.86
运新花苑二区,御道家园,0.98
运新花苑二区,中海御道,0.76
运新花苑二区,融创涌清府,0.85
运新花苑二区,绿城留香园,0.43
运新花苑二区,观翠揽月轩,0.88
运新花苑二区,三堡东苑,0.38
运新花苑二区,钱塘府,0.87
运新花苑二区,中豪湘和国际,0.67
运新花苑二区,东润枫华,0.98
运新花苑二区,向江来时代中心,0.84
运新花苑二区,中海钱江湾,0.76
运新花苑二区,运新花苑三区,0.25
运新花苑二区,运新花苑一区,0.22
运新花苑二区,万科大都会79号,0.78
运新花苑二区,云河南园,0.88
融信美好宝龙锦云澜天里,国瑞牧云里,0.58
融信美好宝龙锦云澜天里,云麓悦映邸,0.62
融信美好宝龙锦云澜天里,越秀悦映城,0.81
融信美好宝龙锦云澜天里,云锦玖晟府,0.43
融信美好宝龙锦云澜天里,东投悦荣府,0.88
融信美好宝龙锦云澜天里,锦南人家,0.57
梧桐燕庐,东日晴好,0.16
梧桐燕庐,良户家苑,0.91
梧桐燕庐,云腾丝路中心,0.84
梧桐燕庐,坤生栖悦,0.46
梧桐燕庐,钱江之江新天地,0.67
梧桐燕庐,云都汇中心,0.19
梧桐燕庐,星云,0.62
耀达仁和印象,金阳湾,0.41
耀达仁和印象,金鼎阳光公寓,0.72
耀达仁和印象,清合嘉园西区,0.76
耀达仁和印象,清合嘉园东区,0.21
耀达仁和印象,仁合银庭,0.93
耀达仁和印象,仁和金鼎公寓,0.58
耀达仁和印象,北辰金座,0.54
耀达仁和印象,凯文和平雅苑,0.41
耀达仁和印象,仁惠家园,0.59
宸鹭香舍,东新园孚信苑,0.79
宸鹭香舍,东新园新湖苑,0.96
宸鹭香舍,东新园望景苑,0.51
宸鹭香舍,东新园雪峰苑,0.59
宸鹭香舍,春来枫华,0.77
宸鹭香舍,东新园茗盛苑,0.4
宸鹭香舍,三里家园一区,1.0
宸鹭香舍,香栖天第,0.15
宸鹭香舍,东新府,0.83
宸鹭香舍,万科新都会1958,0.92
宸鹭香舍,金禾嘉苑,0.49
宸鹭香舍,广电雅苑,0.51
宸鹭香舍,东新园东荷星苑,0.72
宸鹭香舍,农科院社区,0.87
宸鹭香舍,首开德胜上郡,0.42
宸鹭香舍,长隆公寓,0.93
吴山路1号,青年路小区,0.49
吴山路1号,鉴衡里,0.28
吴山路1号,耀江广厦,0.56
吴山路1号,下华光巷70号,1.0
吴山路1号,蕙宜村,0.86
吴山路1号,绿城元福里,0.87
吴山路1号,五福里,0.5
吴山路1号,青年里,0.51
吴山路1号,仁和大厦,0.64
吴山路1号,涌金花园,0.53
吴山路1号,平海公寓,0.88
吴山路1号,光复路小区,0.77
吴山路1号,西府局,0.84
吴山路1号,思鑫坊,0.74
吴山路1号,仁和里,0.53
吴山路1号,涌金门社区,0.4
吴山路1号,未央村,0.98
吴山路1号,三元地,0.93
吴山路1号,定安东苑,0.91
吴山路1号,荷花池头,0.98
吴山路1号,定安苑,0.8
吴山路1号,涌金广场聚景阁,0.38
吴山路1号,新民村,1.0
吴山路1号,西湖国贸中心,0.88
吴山路1号,西湖大道,0.89
吴山路1号,吴山人家,0.95
吴山路1号,长生路小区,0.93
吴山路1号,向阳新村,0.94
吴山路1号,南山路小区,0.56
吴山路1号,东方金座,0.75
吴山路1号,名珏公寓,0.55
吴山路1号,景云村小区,0.9
吴山路1号,开元路小区,0.54
吴山路1号,红门局,0.61
吴山路1号,西湖定安名都,0.76
吴山路1号,元华公寓,0.11
吴山路1号,柳营新村,0.14
吴山路1号,平海旺角,0.58
吴山路1号,东平巷小区,0.63
吴山路1号,平海路小区,0.75
北干二苑新安寓,北干二苑,0.39
北干二苑新安寓,耀辰商业名座,0.93
北干二苑新安寓,山北新苑,0.42
北干二苑新安寓,新安园,0.27
北干二苑新安寓,银通大厦,0.52
北干二苑新安寓,光耀府,0.63
北干二苑新安寓,永久公寓,0.49
北干二苑新安寓,绿茵园小区,0.43
北干二苑新安寓,广德小区,0.41
北干二苑新安寓,金马飞鸟集,0.41
北干二苑新安寓,金茂大厦,0.89
北干二苑新安寓,名城大厦,0.23
北干二苑新安寓,众安白马御府,0.71
北干二苑新安寓,城建公寓,0.69
北干二苑新安寓,山阴小区,0.3
北干二苑新安寓,融信萧山公馆,0.87
